age,region,itch,grew,hurt,changed,bleed,elevation,biopsed,diagnostic
1.0,-0.05522267214136537,0.2486324000737306,0.003047324254067084,0.08188995185800453,0.03096933287421633,0.12927601638949482,0.06209234211363868,0.18179666985824627,-0.32326288661567887
-0.05522267214136537,1.0,0.05023327970927847,-0.11859469652338252,-0.06471171105274318,-0.05902339548167484,-0.10335132115958934,-0.14104577876923227,-0.149871887859458,0.19087875619437805
0.2486324000737306,0.05023327970927847,1.0,0.0357498159010481,0.2694536323762775,0.032691216594166114,0.34806894849524167,-0.024022012887236675,0.1794842602550265,-0.40094490222822904
0.003047324254067084,-0.11859469652338252,0.0357498159010481,1.0,0.16426309396595734,0.8959275238491387,0.20947582616749194,0.2824521996540646,0.4841066819145001,-0.28190705833885166
0.08188995185800453,-0.06471171105274318,0.2694536323762775,0.16426309396595734,1.0,0.11329444035117263,0.4713594480044534,0.19983184479236363,0.3283364168056631,-0.31313482947550175
0.03096933287421633,-0.05902339548167484,0.032691216594166114,0.8959275238491387,0.11329444035117263,1.0,0.1278511651009845,0.1684035720504995,0.42588862689171875,-0.24899694511549236
0.12927601638949482,-0.10335132115958934,0.34806894849524167,0.20947582616749194,0.4713594480044534,0.1278511651009845,1.0,0.21339637127085237,0.3901310565880313,-0.4598081689693114
0.06209234211363868,-0.14104577876923227,-0.024022012887236675,0.2824521996540646,0.19983184479236363,0.1684035720504995,0.21339637127085237,1.0,0.33143900310135715,-0.2519666347970895
0.18179666985824627,-0.149871887859458,0.1794842602550265,0.4841066819145001,0.3283364168056631,0.42588862689171875,0.3901310565880313,0.33143900310135715,1.0,-0.6132407671381724
-0.32326288661567887,0.19087875619437805,-0.40094490222822904,-0.28190705833885166,-0.31313482947550175,-0.24899694511549236,-0.4598081689693114,-0.2519666347970895,-0.6132407671381724,1.0
