image_id,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature
img00001,456.26995596648055,6.537892967849102,0.6273501857098386,0.4758302282893731,0.9348145547630996,0.22643649969164292
img00002,450.5012609633552,6.705423484957857,0.6066367067201698,0.4376552266501669,0.9309810174756039,0.19156766333753164
img00003,646.491137948824,9.084309204994097,0.5859189969528877,0.4816232730802484,0.9168768718948086,0.2319813354369566
img00004,509.6223238358308,8.14720182742252,0.5833010016023847,0.4719256261787556,0.9221238099618265,0.22273799187142687
img00005,489.6048809653043,7.1092097690797065,0.6369059225460794,0.5199450409778886,0.9268913208514178,0.2703608459351284
img00006,439.9906616446,6.57938710471975,0.6513474182117822,0.5387513306685444,0.9316611511185182,0.29027357091260875
img00007,731.9310313642018,10.463155156671206,0.5148404541080198,0.3787389969922292,0.9185176831180442,0.14346472540418673
img00008,712.7189110258632,10.393334775087144,0.5097802203070338,0.36088785031724063,0.9211634754189452,0.13025751702044475
img00009,733.8895792334087,9.80061660479208,0.5694613171496142,0.46824262342121653,0.910151369165016,0.21927843005189154
img00010,604.8492971754023,8.79221816729176,0.5502771438505712,0.4259440107211999,0.9164539600999673,0.1814558618901893
img00011,634.4880484369592,8.781332990917582,0.5929642724740134,0.4727969475465388,0.9138158728864649,0.22356620895321452
img00012,623.1761693970293,9.349233573025243,0.5425154015365323,0.4063356528349893,0.907948561930626,0.16514124090822957
img00013,597.870331182763,9.101941260573405,0.5522643195866352,0.4382495496217462,0.9298871254645136,0.19208069991971044
img00014,650.2599905085427,9.665251585929534,0.5741878957633744,0.4775901065634427,0.9237566185159234,0.22811655785492352
img00015,474.62383818728836,7.10456972678827,0.6345723166403505,0.5230243697802017,0.9314946096793457,0.27357343065466283
img00016,415.14252829444337,6.392818927816593,0.6327606647986616,0.49960842834927455,0.9412176953103835,0.24962558876897512
img00017,917.8425573247868,11.193005920199477,0.5528209582233161,0.4323971795586561,0.9056381646159906,0.18699344064428292
img00018,979.5851024546893,12.049914546088752,0.5596262618824559,0.45478199758304805,0.8913080782533059,0.20685662273489336
img00019,493.9112041643021,7.624883728614302,0.5684142114271566,0.40949123376446583,0.930060987906493,0.16770078535065008
img00020,461.6415777285524,7.372518953047218,0.562451055893738,0.38653895929403537,0.9359154646325463,0.14942639291990686
img00021,840.6520703726312,10.799487501802759,0.5451260146265919,0.43686086612495584,0.9090275613600246,0.19088096432151233
img00022,923.8772008963692,11.810916714725629,0.5423111286396576,0.4490717269893545,0.900474060956487,0.20170139455748987
img00023,892.4167550942487,11.048577139802406,0.5405151580991606,0.41911292026533287,0.9089872602480499,0.17568499288509562
img00024,961.8485674080374,11.96045904820295,0.5010590693058704,0.36118194008817933,0.9006972436109076,0.13048407385202054
img00025,710.6224157776345,9.545471453287652,0.5552987752763571,0.42055396372976017,0.9137082675415523,0.1768938049249611
img00026,760.6238160954224,9.833148984165208,0.5615689227109222,0.43710181674569565,0.9103749531797529,0.19108801505573622
img00027,569.242653486674,8.152352490628957,0.5478262105216793,0.40164013578441626,0.9355787888890899,0.1613325701569816
img00028,615.8442592993445,8.562607410611692,0.5622407385497094,0.42732559932338693,0.9318717757217753,0.18262814451591097
img00029,751.6750595625007,10.448278907151934,0.5517010820619017,0.42973393186681186,0.9031667771110092,0.18469564057523302
img00030,789.4973370819661,10.647239553297645,0.5666214600747896,0.45041359494991995,0.8991588848975118,0.20290029135708318
img00031,697.8832376971077,8.419595948674136,0.6806746342699107,0.6155277234884172,0.9193390742423551,0.37889239217665593
img00032,829.000264591838,9.976607584824082,0.6360848750487216,0.5604869306884601,0.9109544777258552,0.3141713323885427
img00033,527.543703293237,7.334777309208215,0.6167452296979399,0.46882753633454266,0.9279754746352152,0.21982447571294841
img00034,510.32020714692237,7.743859137711671,0.5761329764815968,0.4277044822276088,0.9222854783071416,0.18295624549578826
img00035,700.7522041703471,9.995340944589486,0.5574285614482526,0.4409277391947533,0.9101569943608816,0.19443905306728645
img00036,597.3834993452656,9.302755881152258,0.5553683001319695,0.4260656044041323,0.919363655568148,0.1815538577190762
img00037,847.1048724199206,10.764690218305873,0.5390163509795595,0.41829301836854893,0.9018594668328767,0.1750018571522476
img00038,775.9464852761407,10.092394271434461,0.5524103883676538,0.4300437545928326,0.9080920992420349,0.18496776852524013
img00039,546.6716288056512,8.113078908953405,0.5163037195202709,0.3287887988454513,0.926028086953644,0.10812925780645509
img00040,589.8024445075605,8.222161473351843,0.5745399813028407,0.4212683125935498,0.9196923592822978,0.17749133111998452
img00041,597.8767502583619,8.08097264273394,0.5915075144298747,0.4498962431768082,0.9237713417482776,0.20242479716973566
img00042,607.6785193495762,8.3169598231453,0.5875945018595847,0.4430732267282145,0.9218397973291969,0.19633739073001205
img00043,685.1338262026997,9.020158412630096,0.5512825906677695,0.4091477559183409,0.9176533916663142,0.1674266853268253
img00044,651.0981407692078,8.961116968233668,0.5460231404584237,0.39613345751325924,0.9137218163659633,0.1569493803499162
img00045,645.5327803309382,8.53406003700563,0.6064617955892702,0.5045355912510601,0.9288478079881163,0.25457734943272287
img00046,664.4482312092068,8.834974769320201,0.5891699396393703,0.47911425649995176,0.9280652064238182,0.22957372691482483
img00047,527.5194797374072,7.893898260284905,0.5554264467296721,0.4017798728826404,0.9369278581718736,0.16144390164938546
img00048,517.9779973147834,7.986228433775921,0.5302940284281499,0.3602645103738997,0.9363020747755343,0.12980286307611755
img00049,532.5209019368242,7.786052269560421,0.6162743909926393,0.5086040411971555,0.9268984991036463,0.2586965109527353
img00050,603.0131820995107,8.597726295175791,0.6268260794401757,0.5420137872139685,0.9171967271124584,0.29380466475632927
img00051,639.3396014754533,9.524131283641635,0.5450929452789599,0.42613258947203364,0.9278805810612494,0.18160625247856646
img00052,731.7427310110254,10.23546355368256,0.5918861409318812,0.509200035599253,0.9154556478698497,0.2593084619141699
img00053,499.16853686086,7.812665501249814,0.5347142354488478,0.37013595965340307,0.9339904759197488,0.13701392068765458
img00054,594.1896455990922,8.58362832204011,0.5228771551978617,0.3633407304647799,0.9387640919442782,0.13202767854874453
img00055,602.1899409182141,9.104216827663116,0.5262786278318705,0.38001138407670165,0.9314259303779671,0.14442299467866182
img00056,451.711569678766,7.492339094339046,0.5842605647979859,0.4386925220825271,0.9216022525526666,0.1924707163939275
img00057,531.0165192174254,7.933593629854379,0.6357109424221615,0.5461008450993925,0.9171791074227593,0.298253302803855
img00058,617.457978632086,8.697501982411346,0.6093770316068603,0.507098671063483,0.9308177226281211,0.2571727720411854
img00059,582.5704963536224,8.788604863514635,0.5788503962641425,0.46404875160855463,0.9237160722365483,0.21536250073019417
img00060,361.1947733444058,6.283154706122768,0.5783204335368227,0.40605107384556277,0.9383819720833529,0.16489770074348592
img00061,400.72657116556303,6.954240811827318,0.5631105191772823,0.3981670709814762,0.9279345215866818,0.15856086773313424
img00062,728.7794841377537,9.545636609117137,0.5391263484196585,0.39699435952814954,0.9170337745807862,0.15762824606243797
img00063,736.3639352202738,9.345270824322796,0.5796969231636627,0.4529175366156746,0.9180985323697597,0.20516089473951626
img00064,804.8148131128216,9.939264045079533,0.6022041806232545,0.5094726934448446,0.9120437600624973,0.25958975575949805
img00065,711.432816569995,9.900979716335568,0.5168768562182966,0.36994911525344987,0.9099485974594395,0.1368926715237427
img00066,235.95455918398562,4.892865664648451,0.5883958598122254,0.3408353586058166,0.9544973510353176,0.11617570168359286
img00067,222.83376790178494,4.940870098039466,0.5760755559729519,0.3478788543900996,0.9586344955508367,0.12102834210122933
img00068,648.7865949995746,8.319224967561075,0.6504188205495626,0.556567945580154,0.9177912839036271,0.309791162406681
img00069,695.4560351187698,9.168703683680034,0.6325229237754919,0.5429434399949281,0.911584688370176,0.294815376701239
img00070,529.9428629914487,7.5410053224726035,0.6279226732829885,0.4999717119468226,0.9303359549233226,0.24999516352089796
img00071,508.10914990632966,7.40033184352219,0.6175950209142437,0.48983370899897194,0.9294290821232076,0.2399590238432291
img00072,633.3620370471026,8.893537221261635,0.5961246893843718,0.47953284242917826,0.9157453117567265,0.22998047668706306
img00073,774.6500373054158,10.827656610438693,0.5420097850667707,0.4304668762167726,0.8975600989307557,0.1853377131170129
img00074,639.2566296166478,8.35927048791355,0.5970685922357502,0.4569091073816297,0.9167349224098365,0.20879250631952734
img00075,541.0986753142067,8.246768475466268,0.5357109299251644,0.36352078928018583,0.9161696647735013,0.13217667349004855
img00076,493.85706756419575,7.980472384419812,0.5717979116073999,0.43388084891364914,0.9253517058893193,0.18827451258624028
img00077,431.43391147638613,7.555307964485083,0.5617982056599978,0.4074644017789446,0.9294761166762606,0.1660455498270057
img00078,437.4259633314539,6.374102809016189,0.6687164999030689,0.5707036970428168,0.9364713542062773,0.32571725463497775
img00079,382.6676692858872,5.971714394704268,0.6628018605261597,0.5600784971878132,0.9412526848689051,0.3137016531981669
img00080,529.9322344771892,7.714560535611847,0.6276633358366204,0.5120275647043513,0.9318359292284989,0.26219040556510254
img00081,447.8825906202319,7.427791774798455,0.5651426089406513,0.4032935798125875,0.9334139689114672,0.16266162836630846
img00082,469.05198502385247,7.344232566801892,0.6092456843101822,0.4932794188393031,0.9359189640140944,0.24334019125643672
img00083,509.31333618687177,7.959293090398688,0.6073035975685392,0.48903848030710906,0.9240130567040128,0.23918204269069007
img00084,602.2761952134354,7.825016730344526,0.618426987740928,0.49894008408258256,0.9213977298100133,0.2489609963016459
img00085,579.0592779820718,8.038281790657743,0.5963004531009054,0.46738362502225594,0.9195144427663543,0.21847131680399917
img00086,459.7187168096868,7.107976289168108,0.6170359577148946,0.4962712143540503,0.9361399848164962,0.24630377417517646
img00087,381.1694861351711,6.52466323048863,0.6123796246480168,0.47581067130473603,0.9401359305072963,0.22641663182364408
img00088,419.2382800786103,6.815931192330213,0.6045055899426774,0.4778546946230367,0.9390965996335413,0.22836409311662503
img00089,481.0201385885731,7.293920577422596,0.6327069047121968,0.5217611113073838,0.9317108580307571,0.27225729290069917
img00090,581.0935984357548,8.168291402345798,0.6514262213054772,0.5638264627553752,0.9153606008430092,0.3179204423376421
img00091,493.8888635681578,7.649785569252749,0.6295762394307991,0.5246772770872313,0.9205412554961773,0.2753077044307173
img00092,928.3311513000365,10.739936232459089,0.5141439809151339,0.3691405103187263,0.9169929841517119,0.13629461418395286
img00093,1009.1584885621738,11.347464526865133,0.5634042885496814,0.4551639477888458,0.9125308041380344,0.20720522025773666
img00094,789.714074724986,10.697898584680296,0.5813821006482329,0.4882630599106297,0.903959144421315,0.23843010081191512
img00095,682.7263887988748,9.7261011089496,0.5934941493238783,0.5022249589402208,0.9099281575609173,0.25225519814105657
img00096,590.5184491241762,9.197656280036949,0.5165950117978951,0.3701737569297161,0.9140207374138349,0.13705568708067073
img00097,687.3054938305344,10.628842242166778,0.5053477744580999,0.3761415495958768,0.90712711961524,0.14151431012159316
img00098,461.0999611177459,7.917853004253395,0.5198695122339463,0.3444411843957159,0.9175920131096137,0.11866375432809434
img00099,480.7016112042499,8.32603789708303,0.5077313037313163,0.32432115375378534,0.9122527427190863,0.10521377441347886
img00100,448.2397118296352,6.679254223135777,0.6481137271614221,0.5363361630588076,0.937377605972172,0.28767279026727366
img00101,465.8259912954572,7.4922593173302685,0.5939057164750343,0.4622679129506472,0.9316845915174958,0.21371274291449488
img00102,625.4750384468082,7.074136570069548,0.7387510101920071,0.6696270896225461,0.9215341409911811,0.448416078223831
img00103,734.9152507900037,7.345200839220682,0.7503405937932595,0.6949300785770824,0.9421371442981029,0.4829388788497655
img00104,469.89558042583883,7.777415176855388,0.5731259406437761,0.43941279845937115,0.9268211240392767,0.1931012245820712
img00105,409.9421495939507,7.050417357507177,0.6037108854642821,0.4834921863607101,0.9373687691439951,0.23378654628658907
img00106,460.6677574430959,6.8320112456751385,0.6290564149357437,0.5102451381813388,0.938029897027605,0.2603694590276753
img00107,189.72480223953073,4.321551686851333,0.5822069848284276,0.3236942323021973,0.96122608612797,0.10479182672354019
img00108,511.15054450216576,7.681040495242749,0.606849451031966,0.4904360874217383,0.9278425425003132,0.24054886321065433
img00109,487.0114149005641,7.368233942474484,0.6270984119412648,0.5292963468153108,0.9309621934411576,0.28017456859728934
img00110,508.88793832305527,7.637764201269171,0.6714452629135114,0.5990437381070666,0.9227232590732215,0.35887328540045954
img00111,485.7384244642121,7.762754409362422,0.6326255414187603,0.5358901482824526,0.9220892618431107,0.28720016097171824
