patient_age,patient_sex,diabetes_time_y,insuline,diabetes,exam_eye,optic_disc,vessels,macula,focus,Illuminaton,image_field,quality,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diabetic_retinopathy
1.0,0.05955724070198866,0.0915288715120124,-0.2340210522910483,0.04882773886392093,0.0011032773278399405,0.09602564193787841,0.019842922448782045,0.22898866405872964,0.05569619043480359,-0.004453280415245966,-0.001860075153438517,-0.024507626976349478,-0.4440508326812368,-0.4513186166397825,0.4488550401058927,0.21921357362641028,0.3553751439485378,0.2257957871793334,0.2522305361601279,0.232239829553066,0.3035949133900568,0.20305239241041106,0.022577964832259684
0.05955724070198866,1.0,-0.008438665270080407,-0.04356591267343317,-0.008923661407726125,-0.0018737727154448946,-0.04836263472369501,-0.02663310381135506,-0.03222517234912014,-0.01203404174878889,-0.0016063966656174123,0.007763990011352314,0.0005026526402972522,-0.0285046924576085,-0.028886969841203484,0.02864664716227879,0.011774271441707536,0.023604431942670884,0.013103193653092666,0.03636628304949696,0.02966128911129431,0.03646186282333008,0.046399827064549454,-0.09097123443844254
0.0915288715120124,-0.008438665270080407,1.0,0.21096394047099157,-1.1676504394447579e-16,-1.0078327849905802e-05,-0.018757829588603912,0.054833286486857584,0.09681478141692126,-0.00875782145863729,0.009317588390596435,0.002441568866004069,0.0021486185567347912,-0.07813069468779697,-0.08172306813941559,0.08139765469114506,0.009574951662700462,0.03470222964346223,0.009372513576399863,0.0323038221087966,0.013074937770749495,0.02818985890175838,0.036547587215043524,0.2500580920941957
-0.2340210522910483,-0.04356591267343317,0.21096394047099157,1.0,0.0010815318588446724,-0.0025582423027825634,-0.06547222925266055,0.048652123254010214,0.009033383660207844,-0.017074046296245596,-0.0032000788695192802,-0.013864468059913617,0.022000625270338258,0.37643948421194756,0.38611977594462643,-0.3841599823481429,-0.09411087574512512,-0.2779842360177819,-0.09435280375729192,-0.15607087233628333,-0.12292740411420182,-0.2096771330188066,-0.08276484988800058,0.1761556110173309
0.04882773886392093,-0.008923661407726125,-1.1676504394447579e-16,0.0010815318588446724,1.0,-0.003370286146729582,0.0021435969154658106,0.07832582534777845,0.10392141031870572,0.0014432478467302893,0.0016007284770079605,-0.07146993122951716,0.059061525568302804,0.1273527761305871,0.22570508450932913,-0.2349068354556598,0.1288871715850727,-0.27705354193693293,0.12500775217765486,0.012919197309878337,0.06882208532008957,0.01323490472607935,0.028389898118149112,0.3471862607150432
0.0011032773278399405,-0.0018737727154448946,-1.0078327849905802e-05,-0.0025582423027825634,-0.003370286146729582,1.0,-0.013198724617485898,-0.0007975674032952132,-0.009827089994202613,-0.010107963236457337,0.012202981946096137,-0.04365276473663345,0.03842488044952996,-0.009980482874783652,-0.014011092497831015,0.01437549937318187,-0.0050905060546301145,0.0019063708384721456,-0.0060827159617422265,0.004137968713641859,-0.0023536109783356077,0.0003296433859132309,-0.00343410142781233,-0.00473812127335498
0.09602564193787841,-0.04836263472369501,-0.018757829588603912,-0.06547222925266055,0.0021435969154658106,-0.013198724617485898,1.0,0.0037543884354622834,-0.047676917738270305,0.007970045224147805,-0.014822990036256109,-0.019893899490233784,0.01654596157633702,-0.1047082459685199,-0.06783723687862099,0.0631562569155847,0.12519797454269457,-0.015559448135404575,0.12462308525892357,-0.05435122032171357,0.020209319128121673,0.03200295193596456,-0.1464709600962513,-0.07522800598929356
0.019842922448782045,-0.02663310381135506,0.054833286486857584,0.048652123254010214,0.07832582534777845,-0.0007975674032952132,0.0037543884354622834,1.0,0.12570698159460827,0.001983438645892589,-0.004611495161876882,-0.02271311343265381,0.01861914576521382,0.04015909084802283,0.05605035563764157,-0.057324190476822315,0.010118556439576784,-0.04740023102065027,0.009980794086144848,0.00024040064914153538,0.00017383056390933894,-0.01001381010018611,0.034449320611226734,0.16778811834621749
0.22898866405872964,-0.03222517234912014,0.09681478141692126,0.009033383660207844,0.10392141031870572,-0.009827089994202613,-0.047676917738270305,0.12570698159460827,1.0,-0.027955168985521944,-0.021134832754398678,-0.02848337803923708,0.04316353072774477,-0.05686681041267247,-0.049471882369496824,0.048322695273414484,-0.013361285361978118,0.09100167640104263,-0.012660704076227521,0.047802229257898884,0.02138944732846419,0.038511850210410675,0.11009876926585684,0.3272951017891204
0.05569619043480359,-0.01203404174878889,-0.00875782145863729,-0.017074046296245596,0.0014432478467302893,-0.010107963236457337,0.007970045224147805,0.001983438645892589,-0.027955168985521944,1.0,0.03444891036314527,0.014117108445716136,-0.4966121093721543,-0.1587600054407797,-0.1577427207922567,0.15663258755894216,0.09664344210808173,0.051239118999635784,0.10281542817432336,0.1554483098378333,0.13814504938871003,0.13398729440429932,0.0961494255704326,-0.015811965933660983
-0.004453280415245966,-0.0016063966656174123,0.009317588390596435,-0.0032000788695192802,0.0016007284770079605,0.012202981946096137,-0.014822990036256109,-0.004611495161876882,-0.021134832754398678,0.03444891036314527,1.0,0.020682037243508908,-0.1931959536781289,-0.08130790695624925,-0.07455625157985701,0.07328312671264146,0.0809674663833682,-0.08724508179216774,0.09100647532736811,0.19370786316741048,0.1913663231015283,0.13770308244585217,0.08924094073250596,-0.005278609168235067
-0.001860075153438517,0.007763990011352314,0.002441568866004069,-0.013864468059913617,-0.07146993122951716,-0.04365276473663345,-0.019893899490233784,-0.02271311343265381,-0.02848337803923708,0.014117108445716136,0.020682037243508908,1.0,-0.8232108626557874,-0.015451468074817534,-0.07616906636087535,0.08247520583506059,-0.03502184386617771,0.07992806108961849,-0.031821246111496906,0.05908268866864667,0.03067785894795888,0.03942513916859267,0.03528869609336088,-0.017819979529895974
-0.024507626976349478,0.0005026526402972522,0.0021486185567347912,0.022000625270338258,0.059061525568302804,0.03842488044952996,0.01654596157633702,0.01861914576521382,0.04316353072774477,-0.4966121093721543,-0.1931959536781289,-0.8232108626557874,1.0,0.10984051627722545,0.1587645417875981,-0.16321860403616423,-0.03319610631872764,-0.07892573099631753,-0.04079533045220474,-0.16299186768322613,-0.1290302339077522,-0.12569895810929196,-0.09710335998103503,0.025482974368210107
-0.4440508326812368,-0.0285046924576085,-0.07813069468779697,0.37643948421194756,0.1273527761305871,-0.009980482874783652,-0.1047082459685199,0.04015909084802283,-0.05686681041267247,-0.1587600054407797,-0.08130790695624925,-0.015451468074817534,0.10984051627722545,1.0,0.9410953966380177,-0.9276153481042773,-0.47685372948478444,-0.36561205033027466,-0.47167983588227275,-0.5514492506408702,-0.505843876482958,-0.6609574345907209,-0.28149347801782487,0.046857634152172985
-0.4513186166397825,-0.028886969841203484,-0.08172306813941559,0.38611977594462643,0.22570508450932913,-0.014011092497831015,-0.06783723687862099,0.05605035563764157,-0.049471882369496824,-0.1577427207922567,-0.07455625157985701,-0.07616906636087535,0.1587645417875981,0.9410953966380177,1.0,-0.9992786955108728,-0.34902288993216585,-0.5113239200917863,-0.3497487821445637,-0.5166921279654663,-0.44014987765266855,-0.5995240047677476,-0.2445442787715979,0.047743923656493326
