patient_id,lesion_id,background_father,background_mother,age,gender,fitspatrick,region,diameter_1,diameter_2,itch,grew,hurt,changed,bleed,elevation,img_id
1.0,0.0003595391090083124,-0.306147237004462,-0.33758490071490405,0.12422517020059946,0.3475657558927933,0.27943166409032494,0.04073906769058384,0.12040406683014754,0.09519840769340056,0.057237631837104216,0.35283815100179267,0.12701494956659612,0.36826526820191313,0.21632223173060414,0.24049329983752968,0.9982489654929876
0.0003595391090083124,1.0,0.22195672242580403,0.21336617989614534,-0.08479709340338469,-0.2315586704265473,-0.049541028034532864,0.019236311339136412,-0.06424596226533448,-0.05291373986797389,-0.1843739305607936,-0.2305842281103317,-0.22301229148820814,-0.14928026062437952,-0.258641020957801,-0.12214289447916248,-0.0171203656409584
-0.306147237004462,0.22195672242580403,1.0,0.8284179656054954,-0.11910373677003565,-0.25248853609639565,-0.0636433139986201,0.00894721169838158,-0.08643281859515427,-0.0862800949348549,-0.10743119401513573,-0.1837696055829936,-0.16759037087309922,-0.12898964106353641,-0.15763166560602881,-0.14146729842463351,-0.30222701230008586
-0.33758490071490405,0.21336617989614534,0.8284179656054954,1.0,-0.12921828018068193,-0.2808283203182108,-0.08017183746063504,0.012603847976184515,-0.06005200353867988,-0.08073259228957315,-0.11175301239599454,-0.19379922941864355,-0.12952284665266425,-0.15350826957846003,-0.13778361319468313,-0.14525152207074798,-0.33466709905096903
0.12422517020059946,-0.08479709340338469,-0.11910373677003565,-0.12921828018068193,1.0,0.11515519123024362,-0.06848893664100512,0.09932640262699995,0.027941043227572227,0.05914641146497215,0.2501902730844637,-0.012137447964544832,0.09634882412598247,0.02955283912504195,0.13296655480738626,0.0645451031790443,0.11904396744675953
0.3475657558927933,-0.2315586704265473,-0.25248853609639565,-0.2808283203182108,0.11515519123024362,1.0,0.07586524578910338,-0.062632584733139,0.09979455732203071,0.10552993114861,0.12638669970319266,0.22056530140656086,0.18673949800452416,0.18479856013409876,0.23767535577579565,0.17751123000742644,0.34503677932946436
0.27943166409032494,-0.049541028034532864,-0.0636433139986201,-0.08017183746063504,-0.06848893664100512,0.07586524578910338,1.0,0.024531665365816177,-0.014196140993192803,-0.03178744299994304,-0.0200201766706916,0.08927180827982789,-0.018329657169020325,0.050206542126152644,0.02223393882665277,0.03687102900111102,0.2810218164665945
0.04073906769058384,0.019236311339136412,0.00894721169838158,0.012603847976184515,0.09932640262699995,-0.062632584733139,0.024531665365816177,1.0,-0.025595590926304104,-0.062049697164475844,0.03306916657700005,0.021800989500889233,0.03331793069530584,0.044773094316739294,0.020813897602031225,0.01123336256592801,0.040414588882514736
0.12040406683014754,-0.06424596226533448,-0.08643281859515427,-0.06005200353867988,0.027941043227572227,0.09979455732203071,-0.014196140993192803,-0.025595590926304104,1.0,0.8590232470587338,0.06226259671567322,0.10987497969740874,0.20044542888518205,0.10291768119787875,0.11645783132948226,0.0006253570175967309,0.12054577354091081
0.09519840769340056,-0.05291373986797389,-0.0862800949348549,-0.08073259228957315,0.05914641146497215,0.10552993114861,-0.03178744299994304,-0.062049697164475844,0.8590232470587338,1.0,0.07569678634888988,0.07273676896968226,0.13340547921345622,0.061751381906430355,0.09675790733881234,0.01108283872803598,0.09502141937018689
0.057237631837104216,-0.1843739305607936,-0.10743119401513573,-0.11175301239599454,0.2501902730844637,0.12638669970319266,-0.0200201766706916,0.03306916657700005,0.06226259671567322,0.07569678634888988,1.0,0.01741621180190993,0.2773517163368753,0.01684633791477056,0.35817673166372394,-0.03199147097351324,0.0568833383258549
0.35283815100179267,-0.2305842281103317,-0.1837696055829936,-0.19379922941864355,-0.012137447964544832,0.22056530140656086,0.08927180827982789,0.021800989500889233,0.10987497969740874,0.07273676896968226,0.01741621180190993,1.0,0.17423003713886012,0.7899780790050841,0.23849562781801664,0.3251510477757622,0.3570843157163151
0.12701494956659612,-0.22301229148820814,-0.16759037087309922,-0.12952284665266425,0.09634882412598247,0.18673949800452416,-0.018329657169020325,0.03331793069530584,0.20044542888518205,0.13340547921345622,0.2773517163368753,0.17423003713886012,1.0,0.09804002412468653,0.499782365600332,0.20157645215693895,0.12488369684195935
0.36826526820191313,-0.14928026062437952,-0.12898964106353641,-0.15350826957846003,0.02955283912504195,0.18479856013409876,0.050206542126152644,0.044773094316739294,0.10291768119787875,0.061751381906430355,0.01684633791477056,0.7899780790050841,0.09804002412468653,1.0,0.12085582094249764,0.16373703163479109,0.3746065618054983
0.21632223173060414,-0.258641020957801,-0.15763166560602881,-0.13778361319468313,0.13296655480738626,0.23767535577579565,0.02223393882665277,0.020813897602031225,0.11645783132948226,0.09675790733881234,0.35817673166372394,0.23849562781801664,0.499782365600332,0.12085582094249764,1.0,0.2135765213840604,0.21442441230082704
0.24049329983752968,-0.12214289447916248,-0.14146729842463351,-0.14525152207074798,0.0645451031790443,0.17751123000742644,0.03687102900111102,0.01123336256592801,0.0006253570175967309,0.01108283872803598,-0.03199147097351324,0.3251510477757622,0.20157645215693895,0.16373703163479109,0.2135765213840604,1.0,0.23811404005204437
0.9982489654929876,-0.0171203656409584,-0.30222701230008586,-0.33466709905096903,0.11904396744675953,0.34503677932946436,0.2810218164665945,0.040414588882514736,0.12054577354091081,0.09502141937018689,0.0568833383258549,0.3570843157163151,0.12488369684195935,0.3746065618054983,0.21442441230082704,0.23811404005204437,1.0
