Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diagnostic
2.076532010173855,0.920201935918229,0.638980464105202,0.19419948294061667,0.8084142695453573,0.03790797259429392,0.09651396631909492,0.006578672926930399,0.08050552747623525,0.3680055841783757,5
4.9198734196793605,1.6315135611754497,0.4533230444714839,0.1083911705341153,0.7986504672322403,0.01177733891079589,0.143766760176323,0.0035998127032023054,0.0593819698423733,0.4156362345738731,1
3.923392856432196,1.3370280769449765,0.5341059886970182,0.12471326426819442,0.8407207872546725,0.015595527851457819,0.03213965978818366,0.00028097339893699315,0.01612662273400977,0.10797582441669772,3
2.5097347307639173,1.1657320709975496,0.5428909038080255,0.11898999633063213,0.9087179483943912,0.014185751574429133,0.3700915211133716,0.030014734633955074,0.17270345378353663,0.8085128338985393,3
3.0686281461503566,1.237605393354831,0.5349842679115271,0.12187245708701773,0.8750375721577246,0.014898482793723676,0.06474246916119258,0.0010217118497326777,0.031332449183273166,0.21134659610225245,1
11.311901696087446,2.2334805112070883,0.4304383943954278,0.09115371928480151,0.719091932902877,0.008356659038914997,0.018828414552781583,4.333291628535881e-05,0.005960404500850178,0.04537836223021613,4
15.31317619495679,2.7998366582743435,0.34897644791179405,0.082723443081688,0.5399440551622283,0.006872753002749848,0.020087645280451368,3.4969341507610375e-05,0.005294384269414133,0.04348713997492593,1
2.8239529218546893,1.1865778254809314,0.5525394182808298,0.118491267466426,0.9058732348011385,0.01410847310976628,0.2452562751353367,0.013153566426777384,0.11410686657177985,0.6602795629654821,1
4.842995612365366,1.4808245109770388,0.50509926687279,0.1098862674548329,0.8413263774707315,0.012121801004564517,0.20182134269309637,0.007324041977011752,0.0849799342235344,0.5694905326467966,3
3.647687774891926,1.3816427344521724,0.5036276979666686,0.11011370360385116,0.8740627661020302,0.012158222170331336,0.33729394491155007,0.02039563787607847,0.14224933810132712,0.7439770684056889,3
12.930146203004977,2.3103262419903032,0.4379926123174844,0.10497498854907034,0.6456693820505526,0.011061333418372012,0.1632842762438083,0.004248691012829396,0.0645686445500415,0.3900345888307809,3
4.528024544459241,1.4245748649208467,0.5150287869445118,0.1191633859252235,0.8232176310552198,0.014245534172404156,0.04494024121291826,0.00047586435740489165,0.0211790071641353,0.14365166986177302,1
5.8125212990691555,1.7142077623578205,0.4508685866365067,0.12988599816605795,0.6265249768604328,0.01690989226978306,0.06238609553654268,0.00111249426766834,0.032722928913901675,0.21731537147639593,5
6.23152254800163,1.7388398006758679,0.45337528885985445,0.10001178645174813,0.8005210803308056,0.010033790817880289,0.011989644305600546,2.5314983556521823e-05,0.00441809005488123,0.03194445850135699,1
2.8377322270081153,1.1609982421971377,0.5569964376039506,0.13215316068092758,0.8649710669571002,0.017510279004986043,0.268697179846034,0.02063450998212802,0.1430837537439813,0.6672887765526874,1
2.514681183024562,1.056719737767633,0.5892762125319961,0.12401152848309398,0.9185080064549649,0.015418549600069194,0.18978563656157016,0.00884937599906388,0.0934758091061713,0.5628934801720731,1
4.618926482168613,1.4963460295675064,0.4900562976745834,0.11583058876027937,0.796322637622885,0.013444053040103685,0.44580012835895494,0.04057475147964273,0.20090600710818732,0.8082102187553448,2
2.887422455558932,1.1895764535951598,0.5476395719873878,0.11753220044318077,0.9055290413389171,0.01385676683758991,0.1603711562339951,0.005537273337842093,0.07380519153388035,0.5032636218442023,4
2.8828358940047063,1.2267387515844717,0.5316371027761388,0.13553698167694078,0.8214179773922383,0.01841010749027147,0.019077272904201446,0.00012988798840944264,0.010763760373932597,0.07055277074904331,1
2.2954700763995817,1.0897732790074668,0.5660382052123119,0.13527686080531273,0.8852129812423221,0.01833214934658187,0.15748401343411828,0.007561509453544127,0.08635712501333079,0.5215450669607853,1
5.348398600228128,1.5918406221759354,0.4796205223017694,0.10585426985917953,0.8135387182982748,0.011234003373893962,0.03213965978818366,0.00018285719125574507,0.012887798247169839,0.09092178252966707,3
2.842335581336826,1.1953466603500311,0.5444836146941372,0.12249584222759902,0.9014324360705901,0.015024363136161525,0.06601155545972483,0.0010723328727284098,0.032115068989703385,0.21639262395317024,1
2.483420446987917,1.095241062080942,0.574545836079726,0.1302392252586988,0.8897934988466678,0.017051648557831995,0.023812179626514118,0.00017841138811599034,0.012722490646883983,0.08418152735997084,4
6.11864304935254,1.6594632126922457,0.4811779547843345,0.10929598802193646,0.7789086789173714,0.011993981270547502,0.024089422022017883,0.00011612189561632357,0.01014359306021414,0.07064069911391369,4
2.250716279926415,1.0532774320265967,0.5785358469860784,0.14203368143207445,0.8967232657232737,0.020228104512787802,0.02021560171310155,0.00016170195045067646,0.012082022441704922,0.07849350443616007,1
2.5788026717927726,1.1293967384194996,0.5608518735408601,0.127503078918136,0.8961979507201931,0.016305600552653114,0.032458731301284766,0.00030257335210786374,0.01675894327756137,0.11159886791059577,1
6.653275297374707,1.7685100239238956,0.4538463456126609,0.10044852797122239,0.7797791453431537,0.010125037711350577,0.019917589998790772,6.435470821236342e-05,0.0073948284575682454,0.053344509891848094,4
