1,2,3,4,5,6,7,8,9
0.702916586,0.440858224,0.143818336,0.537152957,0.223452172,0,1,0.186440678,1
0.681231565,0.408771552,0.141795651,0.585011594,0.230195311,0,1,0.186440678,1
0.601449194,0.376678326,0.21051584,0.615689172,0.325945973,0,1,0.101694915,1
0.631129344,0.372622863,0.162525347,0.638783739,0.288227199,0,1,0.101694915,1
0.658097537,0.45566075,0.155506605,0.363914694,0.246447796,0,1,0.169491525,1
0.685078851,0.478031668,0.138110306,0.39725643,0.22512232,0,1,0.169491525,1
0.610730707,0.266572539,0.240473742,0.185268921,0.381444818,0,1,0,1
0.625697057,0.258733872,0.233737371,0.129976805,0.378634533,0,1,0,1
0.563405304,0.351184194,0.24116047,0.57161049,0.354777499,0,1,0.322033898,1
0.599056925,0.321466526,0.195914906,0.565284041,0.314189245,0,1,0.322033898,1
0.58413416,0.387591966,0.206307181,0.617527472,0.313751115,0,1,0.06779661,1
0.55094477,0.309443028,0.202340882,0.573797121,0.336609235,0,1,0.06779661,1
0.675043789,0.324544805,0.193467862,0.307669157,0.326655667,0,1,0.13559322,1
0.640365589,0.358506005,0.211837318,0.381356979,0.349329028,0,1,0.13559322,1
0.684136782,0.452045826,0.150253782,0.413063739,0.246261033,0,1,0.322033898,1
0.739136982,0.449239447,0.129397772,0.395408766,0.21761291,0,1,0.322033898,1
0.537875636,0.325407078,0.305660145,0.54618853,0.410821469,0,1,0.016949153,1
0.456815194,0.335948984,0.327309015,0.577865592,0.445312225,0,1,0.016949153,1
0.67602727,0.349562151,0.157016537,0.246838212,0.267203783,0,1,0.033898305,1
0.70914406,0.340324794,0.145701795,0.192317103,0.257046047,1,1,0.033898305,1
0.557048304,0.313487056,0.278594743,0.559222453,0.394982268,0,1,0.220338983,2
0.508664051,0.309126594,0.30777608,0.570958311,0.435692511,0,1,0.220338983,2
0.556820335,0.306344507,0.296745063,0.522883732,0.405008179,0,1,0.050847458,1
0.50992652,0.245224181,0.321090031,0.443052513,0.441711622,0,1,0.050847458,1
0.583525473,0.329245395,0.233002274,0.536234956,0.344507852,1,1,0.237288136,2
0.564670043,0.338958306,0.250534331,0.548939556,0.356086935,0,1,0.237288136,2
0.7072396,0.317669854,0.183430102,0.227440933,0.288434514,0,1,0.220338983,1
0.686270283,0.339998997,0.199770084,0.262311663,0.304947363,0,1,0.220338983,1
0.523895834,0.323672309,0.247396617,0.294404166,0.380846046,0,1,0.186440678,1
0.501224546,0.34678505,0.260658292,0.330156343,0.388854255,0,1,0.186440678,1
0.615377038,0.52346164,0.228535519,0.65262948,0.299191121,0,1,0.169491525,1
0.567948217,0.454388888,0.274509255,0.624387133,0.361861174,0,1,0.169491525,1
0.664230228,0.424430383,0.168809144,0.565818117,0.255526938,0,1,0.220338983,1
0.632043847,0.361519075,0.162770047,0.552331211,0.271992569,1,1,0.220338983,1
0.563437124,0.332544588,0.229541469,0.323936074,0.362615196,0,1,0.372881356,1
0.615516086,0.329353094,0.193297164,0.304009649,0.334738498,0,1,0.372881356,1
0.516500823,0.304022746,0.280857298,0.539875896,0.39358167,0,1,0.203389831,1
0.551756712,0.324771076,0.255906939,0.543063771,0.366521613,0,1,0.203389831,1
0.653214516,0.268839243,0.175515994,0.430689357,0.286853744,0,1,0.06779661,1
0.617375452,0.359051411,0.190639009,0.557967817,0.291244341,0,1,0.06779661,1
0.640448873,0.385335343,0.193470113,0.589651969,0.28556146,0,1,0.033898305,1
0.629522781,0.379273804,0.19690692,0.588648025,0.295059995,0,1,0.033898305,1
0.605841703,0.323024036,0.224065176,0.510050381,0.323363889,0,1,0.152542373,1
0.583602114,0.314876768,0.212131199,0.483015778,0.320987458,0,1,0.152542373,1
0.669164722,0.408500602,0.21017981,0.352836497,0.303798325,0,1,0.101694915,1
0.66473781,0.381714271,0.216812159,0.325970142,0.315910208,0,1,0.101694915,1
0.714870827,0.329443168,0.168800651,0.259622891,0.278031676,0,1,0.033898305,1
0.711330983,0.29051124,0.165455108,0.130626268,0.281747985,0,1,0.033898305,1
0.658138142,0.42370102,0.170554306,0.400890733,0.273690852,0,1,0.237288136,2
0.603258506,0.440046346,0.195271107,0.452282469,0.306360906,1,1,0.237288136,2
0.663693447,0.313435829,0.208008287,0.293710857,0.343648906,0,1,0.033898305,1
0.593409811,0.385921862,0.240407718,0.415999081,0.372280182,0,1,0.033898305,1
0.698255051,0.297358459,0.158859922,0.16036389,0.27476204,0,1,0.118644068,1
0.725257779,0.279021968,0.192177299,0.138810213,0.305793459,0,1,0.06779661,1
0.683748287,0.284291095,0.194982453,0.192531747,0.326747259,0,1,0.06779661,1
0.628179071,0.374109295,0.142220023,0.311201798,0.261868833,0,1,0.20546301,1
0.603158838,0.453809639,0.170026822,0.451564244,0.279629423,0,1,0.20546301,1
0.680307861,0.413016513,0.200335905,0.407569144,0.310376899,0,1,0.118644068,1
0.640136232,0.365728554,0.188103261,0.355453597,0.314043809,0,1,0.118644068,1
0.723096257,0.364907604,0.110482,0.566821132,0.213198902,0,1,0.372881356,2
0.66399857,0.34134635,0.124343086,0.551270267,0.240210262,0,1,0.372881356,2
0.602336739,0.30419314,0.239368711,0.490375842,0.3445145,0,1,0.118644068,1
0.608359713,0.367039885,0.242028057,0.543779892,0.336449734,0,1,0.118644068,1
0.574109918,0.40190525,0.266029079,0.598443652,0.360358089,0,1,0.254237288,1
0.562258293,0.269727073,0.233286426,0.48582496,0.358817136,0,1,0.254237288,1
0.814255494,0.380515165,0.066568858,0.051116819,0.157239469,0,1,0.152542373,1
0.837657918,0.361430126,0.061968298,0.078609341,0.159171658,0,1,0.152542373,1
0.606621712,0.476593203,0.211320699,0.60320852,0.295151167,0,1,0.237288136,1
0.571513105,0.448871169,0.227684466,0.624196143,0.329342868,0,1,0.237288136,1
0.677582665,0.441745049,0.169650365,0.395214461,0.263827659,0,1,0.271186441,2
0.672452793,0.425746771,0.161994781,0.360413553,0.258165522,0,1,0.271186441,1
0.595048341,0.39248768,0.205912366,0.606301375,0.318267359,0,1,0.169491525,2
0.492180756,0.308659791,0.255452363,0.560749217,0.39611608,0,1,0.169491525,1
0.600646234,0.393949853,0.207979195,0.557327726,0.296763008,0,1,0.101694915,2
0.597448763,0.298902411,0.173561942,0.493765179,0.292234778,0,1,0.101694915,2
0.649388457,0.354803747,0.156997555,0.295258903,0.281516303,0,1,0.20546301,1
0.672718851,0.339313482,0.135110041,0.257210479,0.264403344,0,1,0.20546301,1
0.712288539,0.504937627,0.137211042,0.427139981,0.216859582,0,1,0.050847458,1
0.739334906,0.495775425,0.118011069,0.428795715,0.200663362,0,1,0.050847458,1
0.686067511,0.441343317,0.169646638,0.419306229,0.270813294,0,1,0.322033898,1
0.694993947,0.344494203,0.140877463,0.251861931,0.25927079,0,1,0.322033898,1
0.709163855,0.412813047,0.148300116,0.392204673,0.255907514,0,1,0.203389831,2
0.641816173,0.409804614,0.162417006,0.394700476,0.280663832,0,1,0.203389831,1
0.627022155,0.427035548,0.195012696,0.602575964,0.27525918,0,1,0.186440678,1
0.616369038,0.39275995,0.186872118,0.604087913,0.283843144,1,1,0.186440678,1
