age,region,itch,grew,hurt,changed,bleed,elevation,biopsed,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diagnostic
1.0,-0.05522267214136537,0.2501902730844637,-0.012137447964544832,0.09634882412598247,0.02955283912504195,0.13296655480738626,0.0645451031790443,0.18179666985824627,-0.07304001622378781,-0.08889971485597616,0.09268214543963818,-0.07841459883685606,0.14552263441152982,-0.10226156362629311,0.0018199733106672889,-0.00028304206652894214,0.003267256165342083,0.013256361510035373,-0.32326288661567887
-0.05522267214136537,1.0,0.04729076971425396,-0.14227759978866522,-0.07452420875658486,-0.056773102787935126,-0.10561571732227423,-0.14261419286478236,-0.149871887859458,0.024734702676773985,0.03180295376562711,-0.03371098169775901,-0.049051187458250545,-0.013206137352467139,-0.039615043513701424,0.11844225533544835,0.057706827761916026,0.09986539312203548,0.11886473462049525,0.19087875619437805
0.2501902730844637,0.04729076971425396,1.0,0.01741621180190993,0.2773517163368753,0.01684633791477056,0.35817673166372394,-0.03199147097351324,0.17860437420198974,0.03097288013726177,0.023386891221482495,-0.01619743146208524,-0.09498531019709852,0.011367405126360355,-0.09909351158371324,0.06574307393537636,0.011394835623832015,0.04878672555212141,0.06594295617159139,-0.41011300695312236
-0.012137447964544832,-0.14227759978866522,0.01741621180190993,1.0,0.17423003713886012,0.7899780790050841,0.23849562781801664,0.3251510477757622,0.4971020091328261,0.020923959003432836,0.018765991182051085,-0.020897709028046097,0.0018925112807550654,-0.02018119036120734,-0.004148628118670139,-0.07708834904146383,-0.05576203242724598,-0.07259473891624728,-0.06303597718768146,-0.2760908013754343
0.09634882412598247,-0.07452420875658486,0.2773517163368753,0.17423003713886012,1.0,0.09804002412468653,0.499782365600332,0.20157645215693895,0.3394878700752565,0.018810237479051296,-0.0025070507850493127,0.02514142669362715,0.005538350952151571,0.00047922774901838007,0.0010284651587698904,-0.023532360549082372,-0.0013462025816885815,-0.012269235856463796,-0.032677817100299565,-0.33818806574564264
0.02955283912504195,-0.056773102787935126,0.01684633791477056,0.7899780790050841,0.09804002412468653,1.0,0.12085582094249764,0.16373703163479109,0.4361791618010485,0.005550161613155177,0.011229254886058502,-0.024089331146029277,-0.017026415166572554,-0.007988024976658258,-0.023105480127421144,-0.034349624140516295,-0.02770310993951118,-0.03276399121068459,-0.02434787217783013,-0.23765257016947064
0.13296655480738626,-0.10561571732227423,0.35817673166372394,0.23849562781801664,0.499782365600332,0.12085582094249764,1.0,0.2135765213840604,0.39623796496578184,0.03881474072694623,0.017861266923706532,0.00594438762542303,-0.025866988442732438,-0.01331733250845549,-0.02881027367604929,-0.035202337370928906,-0.016551097592934015,-0.026905321939705,-0.03688116610134456,-0.46917694467961657
0.0645451031790443,-0.14261419286478236,-0.03199147097351324,0.3251510477757622,0.20157645215693895,0.16373703163479109,0.2135765213840604,1.0,0.3322096841547892,0.0508960271092684,0.029234903765690212,-0.0032402170166129034,-0.009491362279491593,-0.009003495593607,-0.0101770513774877,-0.1287711710747871,-0.04208822639916996,-0.10779345609371165,-0.12970275172393184,-0.2573367100556148
0.18179666985824627,-0.149871887859458,0.17860437420198974,0.4971020091328261,0.3394878700752565,0.4361791618010485,0.39623796496578184,0.3322096841547892,1.0,0.023508361962131474,0.016881278186261048,-0.019289980261862648,-0.031351249900567625,-0.00410191969908172,-0.0423699980609636,-0.10582446823641105,-0.07440896581166231,-0.09884585843550325,-0.08568625787675552,-0.6132407671381724
-0.07304001622378781,0.024734702676773985,0.03097288013726177,0.020923959003432836,0.018810237479051296,0.005550161613155177,0.03881474072694623,0.0508960271092684,0.023508361962131474,1.0,0.9625267840271482,-0.8227532161911626,-0.7031344929363628,-0.9016268390398148,-0.5950269665754299,-0.2733831865358661,-0.16237195139775132,-0.3337875166825795,-0.36607769690885117,-0.028387196284279305
