image_id,0,1,2,3,4,5,6,7,8,9
img00001,0.14381833618569428,0.2234521715737815,0.44085822516239076,0.4090747262822814,0.7029165891609818,0.22440315935764063,0.24956541434658353,0.14158847310443018,0.3550372786584629,0.5371529572063467
img00002,0.14179565105963665,0.23019531089576162,0.4087715528809677,0.3638607773874993,0.6812315639516193,0.18703490395806027,0.2732672197138095,0.1488838641974224,0.36490993460232307,0.5850115935893365
img00003,0.2105158397441647,0.32594597249629315,0.3766783264755164,0.4159359295229879,0.6014491958411412,0.23034545133682344,0.30813910796704647,0.13837972525016143,0.3506152278388584,0.6156891724375481
img00004,0.1625253471802113,0.28822719908912026,0.3726228634796862,0.40445016909412407,0.6311293458232106,0.2204395401654837,0.28561332390636,0.12072746851720496,0.32532278264793785,0.6387837388376031
img00005,0.15550660484537315,0.24644779562555355,0.45566075068340384,0.4613237072445837,0.6580975397529212,0.27147602787882286,0.1923982851507496,0.1588200833123232,0.3779781725419102,0.36391469411903715
img00006,0.13811030574803151,0.22512231950770287,0.4780316675785718,0.483597619823144,0.6850788514796795,0.2928161085216504,0.2041069120643987,0.1644532691323739,0.385207124030612,0.3972564301671441
img00007,0.24047374213879585,0.3814448185848167,0.26657253905651074,0.2940812006353408,0.6107307075670716,0.13548391954598543,0.058290324102930724,0.03875074081322395,0.1707184057124481,0.18526892077450233
img00008,0.23373737105779607,0.37863453328107355,0.25873387177974305,0.27293854635823306,0.6256970562034301,0.1213300112392822,0.03325729075157424,0.02217900523432964,0.12209153080243719,0.1299768052114118
img00009,0.24116047033360122,0.3547774993253148,0.35118419366120107,0.40008807072976965,0.5634053047669838,0.21673199476078084,0.30094461907563297,0.1505662703393461,0.3671524183901456,0.5716104897079077
img00010,0.19591490629118255,0.3141892454282581,0.3214665266270383,0.34999017338359234,0.5990569259898075,0.1761982832150819,0.269391030247412,0.13640129797677383,0.3478633502268413,0.565284041176889
img00011,0.2063071806629707,0.3137511147543566,0.3875919653701464,0.40548215094997,0.5841341619270821,0.2213271242389724,0.3090341602659245,0.13308770144508955,0.34320964551963845,0.6175274722988072
img00012,0.20234088162981614,0.3366092352570207,0.309443028696683,0.32676630243929056,0.5509447721398486,0.1587142207476312,0.26957744213163887,0.12806367080800576,0.33604285749519225,0.5737971208639535
img00013,0.1934678622502926,0.32665566654051886,0.32454480551382053,0.364564685417495,0.6750437876477664,0.1875847157468915,0.12096204049048903,0.06359226803765172,0.2273201780457179,0.30766915685842544
img00014,0.21183731749542795,0.3493290282122012,0.35850600528855997,0.4111591028921733,0.6403655929471659,0.226203644886599,0.1566467882016867,0.07821059079389653,0.2555434891400554,0.38135697920250605
img00015,0.15025378207620396,0.24626103293761992,0.4520458267512164,0.4649708223824777,0.6841367854864918,0.2749188928293476,0.17219884478717018,0.10515690328817025,0.30144491796302636,0.41306373907715777
img00016,0.12939777204045863,0.21761291027834523,0.4492394471946009,0.437237301041871,0.7391369819988975,0.24925445566659407,0.15901757165884528,0.09468704227418843,0.28439129966843507,0.3954087662181884
img00017,0.30566014533754454,0.410821468565149,0.3254070779058888,0.3576332184584409,0.5378756393469472,0.1821327990799888,0.33317731446868354,0.16266676122510498,0.38292802980550056,0.5461885299430519
img00018,0.3273090152849035,0.44531222512562185,0.3359489844211322,0.3841454906407259,0.4568151939183742,0.20341978545192735,0.3266134976681294,0.15546882995364014,0.37361711610053816,0.5778655918820614
img00019,0.1570165366210411,0.2672037833659676,0.3495621509775016,0.33050372940274614,0.6760272717133934,0.16145723434164533,0.08711800893403066,0.05233747068105031,0.20333748630322931,0.2468382119356034
img00020,0.1457017949775698,0.25704604688307764,0.3403247939768583,0.3033193689132996,0.7091440639123054,0.14187292335564808,0.06560871087349317,0.04458632429780583,0.1853172364572766,0.19231710257438184
img00021,0.27859474324473577,0.3949822675685598,0.3134870564423177,0.36291994708711484,0.5570483037902141,0.18629898197664643,0.29311258627724157,0.13764536375547684,0.3495960632021714,0.5592224531016947
img00022,0.307776080371513,0.435692510690118,0.3091265950928956,0.37738232379315045,0.5086640532289094,0.1978950277278006,0.29371954757876517,0.1384272093562778,0.350681035066786,0.570958311059971
img00023,0.29674506282269103,0.40500817912341935,0.30634450653578077,0.3418995226624671,0.5568203346919649,0.17001375498807164,0.30693553478377306,0.17031015372105357,0.39259399503843445,0.5228837319599333
img00024,0.32109003062120245,0.4417116220210699,0.24522418014108563,0.2732868625306535,0.5099265238190793,0.12157280797605216,0.26559688349656807,0.16565654229196236,0.38673525231623035,0.44305251320532496
img00025,0.23300227418443198,0.3445078521107491,0.3292453950737745,0.3436062754604862,0.5835254769113989,0.17130921533124502,0.28350290631560393,0.1342726968126683,0.3448804094906013,0.5362349556721892
img00026,0.25053433103071393,0.3560869345732969,0.33895830636366553,0.3632053261549542,0.564670043678248,0.18652087451205673,0.2958233462854641,0.1421605001638863,0.3558203663292875,0.5489395553904028
img00027,0.18343010191153983,0.2884345144223184,0.3176698547133183,0.32120499634600236,0.7072396018860031,0.15463254200793092,0.09881492214377037,0.07882936950963694,0.2566782005188247,0.22744093332710846
img00028,0.19977008433426463,0.3049473631416226,0.3399989977813369,0.3516265073086561,0.6862702857199876,0.17745459613841186,0.13038826280164728,0.1049534638567664,0.30112175875479735,0.2623116629859011
img00029,0.24739661675230934,0.3808460463244852,0.3236723092459341,0.3544789039643528,0.5238958350298603,0.179670291447252,0.1001643342137673,0.05795626965833188,0.2155959805432356,0.2944041659365488
