age,region,itch,grew,hurt,changed,bleed,elevation,biopsed,diagnostic
1.0,-0.05522267214136537,0.2501902730844637,-0.012137447964544832,0.09634882412598247,0.02955283912504195,0.13296655480738626,0.0645451031790443,0.18179666985824627,-0.32326288661567887
-0.05522267214136537,1.0,0.04729076971425396,-0.14227759978866522,-0.07452420875658486,-0.056773102787935126,-0.10561571732227423,-0.14261419286478236,-0.149871887859458,0.19087875619437805
0.2501902730844637,0.04729076971425396,1.0,0.01741621180190993,0.2773517163368753,0.01684633791477056,0.35817673166372394,-0.03199147097351324,0.17860437420198974,-0.41011300695312236
-0.012137447964544832,-0.14227759978866522,0.01741621180190993,1.0,0.17423003713886012,0.7899780790050841,0.23849562781801664,0.3251510477757622,0.4971020091328261,-0.2760908013754343
0.09634882412598247,-0.07452420875658486,0.2773517163368753,0.17423003713886012,1.0,0.09804002412468653,0.499782365600332,0.20157645215693895,0.3394878700752565,-0.33818806574564264
0.02955283912504195,-0.056773102787935126,0.01684633791477056,0.7899780790050841,0.09804002412468653,1.0,0.12085582094249764,0.16373703163479109,0.4361791618010485,-0.23765257016947064
0.13296655480738626,-0.10561571732227423,0.35817673166372394,0.23849562781801664,0.499782365600332,0.12085582094249764,1.0,0.2135765213840604,0.39623796496578184,-0.46917694467961657
0.0645451031790443,-0.14261419286478236,-0.03199147097351324,0.3251510477757622,0.20157645215693895,0.16373703163479109,0.2135765213840604,1.0,0.3322096841547892,-0.2573367100556148
0.18179666985824627,-0.149871887859458,0.17860437420198974,0.4971020091328261,0.3394878700752565,0.4361791618010485,0.39623796496578184,0.3322096841547892,1.0,-0.6132407671381724
-0.32326288661567887,0.19087875619437805,-0.41011300695312236,-0.2760908013754343,-0.33818806574564264,-0.23765257016947064,-0.46917694467961657,-0.2573367100556148,-0.6132407671381724,1.0
